Data_Tweet,Autor,Local,Tweet_Text,Retweeted,Favourited,Retweet Count,Favorite Count,In Reply to,Reply Message
2019-01-24 12:39:48,Saraiva,,"b'@monickymel Ola, Monicky. Temos uma equipe especializada em produtos digitais atraves do Chat Online em nosso site. Acessando o site clique em ""Atendimento""; ""Entrar no chat online""; digite ""LEV"" ou atraves do e-mail digital@saraiva.com.br , nao esqueca de enviar o CPF e nome completo.'",False,False,0,0,monickymel,"A obsolescencia programada e real e fiquei no maior prejuizo. Eles nao ligam para os clientes. Vendem um produto caro que sera inutilizado. Valeu, @Saraiva !"
2019-01-24 10:23:20,Saraiva,,"b'@fabvini Ola, @fabvini. Solicitamos por gentileza, que nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,1,fabvini,"comprei na saraiva com meu cartao e usei um gift card porem o site bugou e a @Saraiva ainda nao mandou um e-mail confirmando que recebeu meu pedido, devo me preocupar em perder meu gift card?"
2019-01-23 21:45:46,Saraiva,,"b'@biazinha_mattos Ola, Bianca. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,1,biazinha_mattos,Meu pedido ja pode chegar @Saraiva
2019-01-23 18:05:43,Saraiva,,"b'@lidicj_ Ola, Lid. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,lidicj_,"@Saraiva nao respeita o cliente. Fiz a compra de um livro didatico. Paguei e fiquei aguardando chegar. A livraria cancelou a compra e nao me avisou nada. Ou seja, nao recebi o livro e nem o dinheiro. Estou ha varios dias esperando um parecer deles para +"
2019-01-23 17:58:55,Saraiva,,"b'@diagocortez Ola, Diago. Como podemos ajudar? Duvidas sobre pedido precisamos que informe por DM o numero e nome do titular para verificarmos.'",False,False,0,0,diagocortez,E impressionante como o servico da @Saraiva caiu. E a ultima vez que compro no site dessa empresa. Servico pessimo e de uma irresponsabilidade impar. Nao me admira que esteja falindo
2019-01-23 17:29:44,Saraiva,,"b'@Emillybarbon Ola, Ems. Como podemos ajudar? Duvidas sobre pedido precisamos que nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,Emillybarbon,@Saraiva eu estou tentando. https://t.co/gJp2ReDmtZ
2019-01-23 17:15:19,Saraiva,,"b'@GeorgeMDIas Ola, George. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,GeorgeMDIas,"#Saraiva consegue superar a pessima qualidade no atendimento, ate na hora do reembolso voces tratam com descaso o consumidor, meu deus fechem logo a empresa se nao conseguem dar conta @Saraiva"
2019-01-23 16:04:38,Saraiva,,"b'Saiu clipe novo do @twentyonepilots! Nos estamos apaixonados pelo misterioso e fofissimo Ned. E voces, ja assistiram #chlorine? https://t.co/KMZEIStVRp'",False,False,131,606,,
2019-01-23 13:01:03,Saraiva,,"b'Em 23 de janeiro de 1989 morreu o pintor catalao, Salvador Dali. Conhecido pelo seu trabalho surrealista, Dali tambem trabalhou com escultura, fotografia e cinema, colaborando com grandes nomes como Walt Disney e Alfred Hitchcock. https://t.co/xrcetDulIn'",False,False,26,117,,
2019-01-23 12:18:06,Saraiva,,"b'@tdjessica Ola, Je. Conseguiu finalizar a compra?'",False,False,0,0,tdjessica,"to tentando comprar um livro mas o site da @Saraiva ta horrivel hoje, pqp
nao aparece pra gerar boleto, n carrega nada e demora mil anos pra colocar no carrinho"
2019-01-22 19:05:20,Saraiva,,"b'A premiacao do Oscar nem comecou e ja esta fazendo historia. Com 7 indicacoes, Pantera Negra e o primeiro longa de heroi a concorrer na categoria de melhor filme. Wakanda Forever! https://t.co/glrXH1tJa4'",False,False,9,74,,
2019-01-22 17:15:14,Saraiva,,"b'@Nardy_Gusta Ola, Slowly. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,Nardy_Gusta,"Eu tento virar uma pessoa mais culta e comecar a ler mas a @Saraiva nao me ajuda
#CadeMeuLivroSaraiva ?"
2019-01-22 17:06:45,Saraiva,,"b'@damascenan Ola, Jamal. Sera necessario que realize uma simulacao de compra para saber em quantos dias sera entregue na loja. Suponhamos que sao 4 dias uteis, so podera retirar em 4 dias uteis apos a data de lancamento. Assim que o produto chega na loja, e enviado um e-mail informando.'",False,False,0,0,damascenan,"oi @Saraiva sera que voces podem me dar uma informacao? eu quero comprar o jogo Kingdom Hearts 3 com voces para pega-lo na loja. eu consigo retirar o jogo no dia do lancamento, dia 29/01? obrigado!"
2019-01-22 16:58:57,Saraiva,,"b'@K4K4LOVE Ola, Carolina. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,1,K4K4LOVE,"eu sempre comprava na @Saraiva ate a ultima compra nao chegar a transportadora informou endereco incorreto mesmo depois de repassa-lo varias vezes, o pedido retornou a empresa e ainda hj aguardo a devolucao de valores. o atendimento ao cliente e pessimo ja encaminhei varios +"
2019-01-22 16:57:22,Saraiva,,"b'@TRUESIZZL Ola, Bea. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,1,TRUESIZZL,"@Saraiva estou muito chateada com vcs, comprei um livro dia 19/12/2018 e a previsao de entrega seria 11/01/2019 coloquei para retirar na loja e ate agora n recebi meu livro que ja era para eu esta lendo, nao sei se voltarei a fazer isso novamente 
grata"
2019-01-22 16:55:42,Saraiva,,"b'@schutz2 Ola, Carlos. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,schutz2,"@Saraiva Caramba Saraiva a transportadora de voces nao consegue localizar um Centro Logistico com 1350 m2 pra fazer minhas entregas. E vem com a desculpa de que o endereco esta incompleto. 
E o celular serve pra que? Simplesmente lamentavel."
2019-01-22 16:43:15,Saraiva,,"b'@th4yss Ola. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,th4yss,"@Saraiva oi, querida, sera que voce poderia mandar meu livro que esta na transportadora desde 04/12?"
2019-01-22 16:41:57,Saraiva,,"b'@biapimenta2009 Ola, Bia. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,biapimenta2009,"Nao comprem nada na @Saraiva E so dor de cabeca. Fiz toda a compra de material escolar e nos 2 pedidos tive problema. No primeiro, mesmo confirmando ISBN, me enviaram um livro velho. Na segunda, dia 03/01 me roubaram uma grana. Ja foram 3 mails, chat e telefonemas e nada"
2019-01-22 16:40:09,Saraiva,,"b'@FelipeMusico Ola, Felipe. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,FelipeMusico,@Saraiva A Saraiva nao paga o meu Estorno.  Numero da Devolucao: 2408211. https://t.co/DYqugLxHcw
2019-01-22 14:01:00,Saraiva,,"b'Em A Irma da Lua, o quinto volume da serie As Sete Irmas, duas jovens separadas por um seculo tem suas vidas entrelacadas numa emocionante historia sobre fe, tradicao, paixao e sobrevivencia: https://t.co/hmy739d08K https://t.co/WZtPGxDu1c'",False,False,2,22,,
2019-01-22 13:31:43,Saraiva,,"b'@Taci_Mendes Ola, Taci. Solicitamos por gentileza, que nos informe via DM o numero do seu pedido ou CPF e nome completo do titular da compra e verificamos para voce.'",False,False,0,0,Taci_Mendes,SAC da @Saraiva e pessimo!!!! Estou esperando no chat e nada!!!!
2019-01-22 12:57:25,Saraiva,,"b'@GabisFraiz Ola, Gabi. Solicitamos por gentileza, que nos informe via DM o numero do seu pedido ou CPF e nome completo do titular da compra e verificamos para voce.'",False,False,0,0,GabisFraiz,
2019-01-22 12:55:27,Saraiva,,"b'@tjsaaah_ Ola, Samara. Solicitamos por gentileza, que nos informe via DM o numero do seu pedido ou CPF e nome completo do titular da compra e verificamos para voce.'",False,False,0,0,tjsaaah_,To um tanto indignada de chegar na @Saraiva pela SEGUNDA vez e nao ter os livros que eu quero tanto ler
2019-01-22 12:50:20,Saraiva,,"b'@debramental Ola. Solicitamos por gentileza, que nos informe via DM o numero do seu pedido ou CPF e nome completo do titular da compra e verificamos para voce.'",False,False,0,0,debramental,
2019-01-22 12:01:28,Saraiva,,"b'@westfaIlsz Oi Darlin, ja a contatamos via DM.'",False,False,0,0,westfaIlsz,@Saraiva ola saraiva ou devo lhe chamar de chacota? Que tai ir na dm resolver o meu problema ja que vcs passaram mais de 3 meses pra me entregar uma box e n entregaram
2019-01-22 11:57:24,Saraiva,,"b'@leticiaduartew Ola. Solicitamos por gentileza, que nos informe via  DM o numero do seu pedido ou CPF e nome completo do titular da compra e verificamos para voce.'",False,False,0,0,leticiaduartew,"@Saraiva comprei um livro dia 03 / 11/18 e ate agora nada, continuam adiando a data de entrega"
2019-01-22 11:56:27,Saraiva,,"b'@JBrandet @BTS_twt Oi, ate o momento nao temos uma previsao de venda no Brasil.'",False,False,0,1,JBrandet,"@Saraiva Ola @Saraiva, voce soube que o @BTS_twt vai lancar um livro? Sera que a gente conseguiria a versao dele em portugues com voces? 

Ficariamos muito agradecidos!! 

https://t.co/F0CLSDx1ii"
2019-01-22 11:53:52,Saraiva,,"b'@JssicaA49484506 @BTS_twt Oi, ate o momento nao temos uma previsao de venda no Brasil.'",False,False,0,0,JssicaA49484506,"@Saraiva Boa tarde, o que acham de trazer uma versao em portugues do livro do @BTS_twt ? Aposto que iam vender demais https://t.co/KuffJKvzPJ"
2019-01-22 11:32:45,Saraiva,,"b'@JBrandet @BTS_twt Oi, ate o momento nao temos uma previsao de venda no Brasil.'",False,False,0,0,JBrandet,@Saraiva O que acham de trazer uma versao em portugues do livro do @BTS_twt ? Aposto que iam vender demais https://t.co/QBydkrhHZS
2019-01-22 11:32:15,Saraiva,,"b'@JBrandet @BTS_twt Oi, ate o momento nao temos uma previsao de venda no Brasil.'",False,False,0,0,JBrandet,@Saraiva O que acham de trazer uma versao em portugues do livro do @BTS_twt ? Aposto que iam vender demais https://t.co/QBydkrhHZS
2019-01-22 11:30:30,Saraiva,,"b'@JBrandet @BTS_twt Oi, ate o momento nao temos uma previsao de venda no Brasil.'",False,False,0,0,JBrandet,@Saraiva Boa tarde! Estao sabendo que o @BTS_twt lancou um livro? Sera que conseguiriamos uma versao em portugues com a ajuda de voces?
2019-01-22 10:43:59,Saraiva,,"b'@VillelaVivianne Ola, Viviane. Solicitamos por gentileza, que nos informe via DM o numero do seu pedido ou CPF e nome completo do titular da compra e verificamos para voce.'",False,False,0,0,VillelaVivianne,"Essa postagem e um protesto.

Esse livro foi comprado dia 18/12/18 atraves do site da @Saraiva pago antes do vencimento. E apos 6 protocolos de reclamacao e 2... https://t.co/1bR3eN6I2E"
2019-01-21 20:01:36,Saraiva,,"b'Voce ja ouviu falar da banda Greta Van Fleet? Com um som que evoca o Hard Rock dos anos 70, o grupo tem sido considerado por muitos, a salvacao do genero. Quer saber mais? Vem dar um mosh aqui blog: https://t.co/TaYGb7GBRD https://t.co/r5OT6wBdN9'",False,False,3,20,,
2019-01-21 19:25:35,Saraiva,,"b'@axlandme Ola, Lay. Nos contante por gentileza atraves da DM.'",False,False,0,0,axlandme,@Saraiva meus parabens pelo pessimo pessimo servico de voces
2019-01-21 19:24:23,Saraiva,,"b'@RitadeC24345189 Ola, Rita. E mensagem privada atraves da plataforma do Twitter.'",False,False,0,0,RitadeC24345189,"@Saraiva O que e DM?
Mas ja enviei as informacoes para voces"
2019-01-21 19:03:50,Saraiva,,"b'@fvieirace Ola, Fabio. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,fvieirace,"@Saraiva ola, estou aguardando um reembolso desde o ano passado, ja falei no chat, pediram pra aguardar 5 dias, mas deveriam ter dito que era 50, gostaria de um meio para contato para solucionar esse problema."
2019-01-21 18:34:08,Saraiva,,"b'@Carolss25 Ola, Ana. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,Carolss25,"Oi @Saraiva, meu pedido ja esta na rua para entrega desde o dia 19. Pode passar aqui que estou em casa e ansiosa."
2019-01-21 18:27:27,Saraiva,,"b'@loveizxland Ola. Como podemos ajudar? Duvidas sobre pedido precisamos que informe por DM o numero, CPF e nome do titular para verificarmos.'",False,False,0,0,loveizxland,O pior de td e q eu preciso das coisas p ja antes q acabe @Saraiva
2019-01-21 15:16:03,Saraiva,,"b'Em 21 de janeiro de 1950, morreu o escritor do sucesso A Revolucao dos Bichos, George Orwell. Qual foi a grande licao que voce aprendeu com esse classico da literatura? https://t.co/kXopWNOl0n'",False,False,4,67,,
2019-01-21 14:29:19,Saraiva,,"b'@ivanbastosfilho Ivan, te enviamos um DM, pode verificar?'",False,False,0,1,ivanbastosfilho,"@Saraiva ja abri chamado, entrei em contato pelo chat e ninguem da retorno. Meu pedido ja foi faturado e entregue para transportadora #Loggi. O que esta acontecendo? #saraiva Desde o dia 09.12."
2019-01-21 13:35:57,Saraiva,,"b'@emilydschnel Ola, Bianca. Solicitamos por gentileza, que nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,emilydschnel,"@Saraiva eu comprei um dvd com voces que deveria ser entregue ate o dia 15/1 e ate agora nem sinal de envio 
pela milesima vez eu estou tendo problemas com voces, ta dificil?"
2019-01-21 13:32:59,Saraiva,,"b'@EuSouFrozen Ola, @EuSouFrozen. Solicitamos por gentileza, que nos informe por DM o codigo dos itens e seu CPF para verificarmos.'",False,False,0,1,EuSouFrozen,quero saber pq nao consigo comprar 2 itens e retirar na loja me explica isso @Saraiva
2019-01-21 12:51:18,Saraiva,,"b'@foolforlvto Ola, @foolforlvto. Voce pode conferir nossas vagas e cadastrar o seu curriculo, acessando o link: https://t.co/7vL8BdIotb .Boa sorte!'",False,False,0,1,foolforlvto,@saraiva me da um emprego ar
2019-01-21 12:50:16,Saraiva,,"b'@sylvionetoctba Ola, Sylvi. Ja atualizamos o site, nos desculpe.'",False,False,0,1,sylvionetoctba,"Gostaria de agradecer a @Saraiva por nao atualizarem o site. Falava no site que 2 shoppings em Curitiba tem Saraiva. Quando eu chego no Mueller e no Curitiba, adivinha. Nao tem mais.
Valeu!!!"
2019-01-21 12:01:29,Saraiva,,"b'@alohabb_1 Ola, @alohabb_1. Solicitamos por gentileza, que nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,alohabb_1,Alo @Saraiva ja poderia entregar meus livrinhos!!!!!!!!!
2019-01-20 18:02:10,Saraiva,,"b'Icone do cinema mundial, Audrey Hepburn morreu em 20 de janeiro de 1993. Qual seu filme favorito da atriz? https://t.co/jRNuVMk6Sh'",False,False,8,89,,
2019-01-20 14:20:09,Saraiva,,"b'Ha 10 anos, a premiada serie #BreakingBad fazia sua estreia na televisao. Qual sua serie favorita dos ultimo anos? https://t.co/X6uBAmdLgh'",False,False,18,127,,
2019-01-20 12:01:03,Saraiva,,"b'Em 20 de janeiro de 1866 nasceu o escritor e jornalista Euclides da Cunha. Sua ida ao Sertao da Bahia em 1897 como correspondente da guerra de Canudos, lhe rendeu seu maior sucesso: o livro Os Sertoes: Campanha de Canudos. https://t.co/pd5Rw6fGoL'",False,False,5,55,,
2019-01-19 22:17:10,Saraiva,,"b'@leo_gelado @CancerJack @magazineluiza Ola, Leonardo. Podemos ajudar? Caso seja relacionado a compra feita no site, por favor, nos informe por DM o numero do pedido e o nome completo para verificarmos.'",False,False,0,0,leo_gelado,"@CancerJack @magazineluiza Isso pq vcs nao viram o atendimento da @Saraiva que alem de nao resolver meu problema, nao tem trabalhador para ajudar vc."
2019-01-19 21:59:07,Saraiva,,"b'@kkjyayo Ola! Voce pode conferir nossas vagas e cadastrar o seu curriculo, acessando o link: https://t.co/7vL8BdIotb . Boa sorte!'",False,False,0,0,kkjyayo,@Saraiva tem vaga pra jovem aprendiz?
2019-01-19 21:57:32,Saraiva,,"b'@RitadeC24345189 Ola, Rita. Por favor, nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,RitadeC24345189,"@Saraiva . Bom dia estou aguardando os livros, ficaram de chegar ontem e nada."
2019-01-19 21:41:34,Saraiva,,"b'@yulkw Ola. Por favor, nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,yulkw,Hoje ta um belo dia pra entregar minha encomenda @Saraiva
2019-01-19 16:01:04,Saraiva,,"b'Nao quero lhe falar meu grande amor, das coisas que aprendi nos discos... Em 19 de janeiro de 1982 morreu a grande cantora Elis Regina. Alguem assistiu a minisserie sobre a cantora na Globo? Conta o que voces acharam. https://t.co/2hXcjivp12'",False,False,18,96,,
2019-01-19 15:18:48,Saraiva,,b'@St_gebaili @jadirsoul ',False,False,0,0,St_gebaili,"@Saraiva @jadirsoul Obrigada, e desculpa pela arrogancia. E que ja estava cansada dessa saga."
2019-01-19 14:36:57,Saraiva,,"b'@St_gebaili @jadirsoul Ja te respondemos, Stephany. Confere la. ;)'",False,False,0,1,St_gebaili,@Saraiva @jadirsoul Aproveita e fala comigo tbm. Ja estou nessa joca a 3 meses de saco cheio 
2019-01-19 13:51:25,Saraiva,,"b'@thallisec Ola, Thallis. Solicitamos por gentileza, que nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,thallisec,@Saraiva nao resolveu meu problema ainda ..
2019-01-19 13:44:52,Saraiva,,"b'@jadirsoul Ola, Jadir. Vamos te ajudar! Nos passe uma DM para continuarmos falando contigo.'",False,False,0,2,jadirsoul,Voce tenta um atendimento pelo chat da @Saraiva e passa muito tempo esperando e no fim nao consegue.
2019-01-19 12:42:03,Saraiva,,"b'Dona de uma voz rouca e envolvente, a emblematica Janis Joplin nasceu em 19 de janeiro de 1943. https://t.co/Xs0NFZ6ihi'",False,False,26,122,,
2019-01-18 21:27:35,Saraiva,,"b'@SpaceOtitty Ola. Por favor, nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,SpaceOtitty,@Saraiva  e pegadinha? https://t.co/2Fzv1YAE21
2019-01-18 21:21:47,Saraiva,,"b'@ps_gabih Ola, Gabi! No momento nao temos essa informacao. Caso a promocao seja realizada, avisaremos por e-mail ou em nossas redes sociais. ;)'",False,False,0,1,ps_gabih,Sera que a @Saraiva vai fazer a promocao dos 50% de desconto no dia da mulher? Responde ai kirida
2019-01-18 20:30:05,Saraiva,,"b'O ex One Direction, Zayn Malik lancou ha pouco seu segundo album Icarus Falls. Quem ai ja ouviu? Vem ver nossa materia sobre o album: https://t.co/ABCz2D8itp https://t.co/O6SJAfHRxZ'",False,False,52,158,,
2019-01-18 17:05:28,Saraiva,,"b'@stealmylik_ Ola, Lendra. Seguimos sem previsao de venda do album. :('",False,False,0,0,stealmylik_,@Saraiva tem previsao para a venda do cd Icarus Falls?
2019-01-18 16:52:21,Saraiva,,"b'@diorgecarter @proconspoficial @ProconRJ Ola, Diorge. Por favor, nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,diorgecarter,@Saraiva estou com um probleminha com uma compra! Paguei por cartao e a compra foi aprovada e finalizada! Depois cancela por falta de pagamento so que a cobranca continua no cartao! Pelo SAC da Saraiva nao consigo resolver sobre o estorno! Peco ajuda ao @proconspoficial @ProconRJ
2019-01-18 16:46:44,Saraiva,,"b'@zicarellidesign Ola, Marcelo. Por favor, nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,zicarellidesign,@Saraiva Voces estao ha meses para estornar pedidos nao enviados cobrados antecipadamente e pedidos que cancelei e que ate agora nao devolveram meu dinheiro. Abri dezenas de protocolos nao respondidos. Sera que terei que entrar na justica pra ter meu dinheiro de volta?
2019-01-17 21:38:16,Saraiva,,"b'@cacervantess Ola, Carol. Por favor, nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,cacervantess,"@Saraiva atendimento bem merda o de voces! Compro livro pra retirar na loja, prazo de entrega dia 11 e nada ate agora, e minguem sabe resolver!"
2019-01-17 21:35:06,Saraiva,,"b'@courtofarcheron Ola! Podemos ajudar? Caso seja relacionado a compra feita no site, por favor, nos informe por DM o numero do pedido e o nome completo para verificarmos.'",False,False,0,0,courtofarcheron,"atendimento online da @Saraiva ta horrivel e no telefone a fila nao anda, assim fica dificil"
2019-01-17 19:30:03,Saraiva,,"b'Descrito por @MNightShyamalan como o primeiro filme de super-herois realista, Vidro e a continuacao dos longas Corpo Fechado e Fragmentado. Se interessou? Aproveita que a estreia e hoje. https://t.co/3vkKFW0ViZ'",False,False,2,34,,
2019-01-17 19:20:26,Saraiva,,"b'@ravenclxw Ola, Rowena. Voce pode conferir nossas vagas e cadastrar o seu curriculo, acessando o link: https://t.co/7vL8BdIotb . Boa sorte! :)'",False,False,0,1,ravenclxw,sera se a @Saraiva nao quer me dar um emprego?
2019-01-17 17:29:06,Saraiva,,"b'@emypondx Ola, Emy. Seu pedido ja esta na loja fisica. Para mais informacoes nos contate por DM.'",False,False,0,0,emypondx,"@Saraiva nao estou conseguindo rastrear um pedido meu, abre outra aba da mesma pagina, como faco?"
2019-01-17 17:17:44,Saraiva,,"b'@CovreDerek Ola, Derek. Nos informe por DM o numero do pedido, CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,CovreDerek,"@Saraiva por q meu estorno ainda n foi realizado?? Parem de me dar dor de cabeca, pelo amor de Zeus! Voces ja cancelaram meu pedido indevidamente tendo realizado o faturamento do pedido, agora ja faz um mes q paguei o pedido sem receber e voces ainda n estornaram na minha fatura?"
2019-01-17 15:45:53,Saraiva,,"b'@figxssnicss Ola, Nicolls. Vamos te ajudar! Nos passe uma DM para continuarmos falando contigo.'",False,False,0,0,figxssnicss,Acabei de enviar um e-mail lindo para a @Saraiva so esqueci de uma coisa: um GRANDE VTC!!! Pq eu ja to sem paciencia
2019-01-17 15:00:43,Saraiva,,"b'@oh_mighty @benecsa @CasasBahia Ola, Renato. Solicitamos por gentileza, que nos informe por DM o numero do pedido ou CPF e o nome completo do titular do cadastro, para verificarmos.'",False,False,0,0,oh_mighty,"@benecsa @CasasBahia @Saraiva Eu to com preguica de processar, mas nao vai ter outro jeito se continuar assim."
2019-01-17 13:15:03,Saraiva,,"b'Em 17 de janeiro de 1973 morreu a pintora Tarsila do Amaral, uma das figuras centrais da primeira fase do movimento modernista no Brasil. Voces gostam de ir em exposicoes? https://t.co/2ORZRHFt2L'",False,False,11,82,,
